Timestamp_Seconds,Multimeter_Temp,Micro_Temp,Difference,Status
378.8,130.0,196.6,-66.6,Cooling
379.0,130.0,197.8,-67.80000000000001,Cooling
379.2,130.0,197.2,-67.19999999999999,Cooling
379.5,130.0,196.8,-66.80000000000001,Cooling
379.8,130.0,197.3,-67.30000000000001,Cooling
380.0,130.0,196.6,-66.6,Cooling
380.2,130.0,196.4,-66.4,Cooling
380.5,130.0,197.0,-67.0,Cooling
380.8,130.0,196.0,-66.0,Cooling
381.0,130.0,196.4,-66.4,Cooling
381.2,130.0,196.1,-66.1,Cooling
381.5,130.0,196.8,-66.80000000000001,Cooling
381.8,130.0,195.5,-65.5,Cooling
382.0,130.0,196.0,-66.0,Cooling
382.2,130.0,194.8,-64.80000000000001,Cooling
382.5,130.0,195.9,-65.9,Cooling
382.8,130.0,195.5,-65.5,Cooling
383.0,130.0,194.6,-64.6,Cooling
383.2,130.0,195.1,-65.1,Cooling
383.5,130.0,194.3,-64.30000000000001,Cooling
383.8,130.0,195.4,-65.4,Cooling
384.0,130.0,194.6,-64.6,Cooling
384.2,130.0,194.2,-64.19999999999999,Cooling
384.5,130.0,194.5,-64.5,Cooling
384.8,130.0,194.5,-64.5,Cooling
385.0,130.0,193.4,-63.400000000000006,Cooling
385.2,130.0,193.4,-63.400000000000006,Cooling
385.5,130.0,192.8,-62.80000000000001,Cooling
385.8,130.0,192.8,-62.80000000000001,Cooling
386.0,130.0,192.0,-62.0,Cooling
386.2,130.0,192.1,-62.099999999999994,Cooling
386.5,130.0,192.5,-62.5,Cooling
386.8,130.0,192.0,-62.0,Cooling
387.0,130.0,192.3,-62.30000000000001,Cooling
387.2,130.0,192.0,-62.0,Cooling
387.5,130.0,191.1,-61.099999999999994,Cooling
387.8,130.0,191.6,-61.599999999999994,Cooling
388.0,130.0,191.8,-61.80000000000001,Cooling
388.2,130.0,191.8,-61.80000000000001,Cooling
388.5,130.0,190.7,-60.69999999999999,Cooling
388.8,130.0,190.7,-60.69999999999999,Cooling
389.0,130.0,191.2,-61.19999999999999,Cooling
389.2,130.0,190.7,-60.69999999999999,Cooling
389.5,130.0,190.9,-60.900000000000006,Cooling
389.8,130.0,190.2,-60.19999999999999,Cooling
390.0,130.0,189.8,-59.80000000000001,Cooling
390.2,130.0,189.5,-59.5,Cooling
390.5,130.0,189.3,-59.30000000000001,Cooling
390.8,130.0,190.0,-60.0,Cooling
391.0,130.0,189.3,-59.30000000000001,Cooling
391.2,130.0,189.3,-59.30000000000001,Cooling
391.5,130.0,189.0,-59.0,Cooling
391.8,130.0,189.5,-59.5,Cooling
392.0,130.0,188.7,-58.69999999999999,Cooling
392.2,130.0,188.4,-58.400000000000006,Cooling
392.5,130.0,188.3,-58.30000000000001,Cooling
392.8,130.0,188.6,-58.599999999999994,Cooling
393.0,130.0,188.9,-58.900000000000006,Cooling
393.2,130.0,187.9,-57.900000000000006,Cooling
393.5,130.0,188.1,-58.099999999999994,Cooling
393.8,130.0,188.7,-58.69999999999999,Cooling
394.0,130.0,188.1,-58.099999999999994,Cooling
394.2,130.0,187.4,-57.400000000000006,Cooling
394.5,130.0,188.3,-58.30000000000001,Cooling
394.8,130.0,187.4,-57.400000000000006,Cooling
395.0,130.0,187.5,-57.5,Cooling
395.2,130.0,187.7,-57.69999999999999,Cooling
395.5,130.0,187.8,-57.80000000000001,Cooling
395.8,130.0,187.7,-57.69999999999999,Cooling
396.0,130.0,186.6,-56.599999999999994,Cooling
396.2,130.0,186.6,-56.599999999999994,Cooling
396.5,130.0,187.2,-57.19999999999999,Cooling
396.8,130.0,186.3,-56.30000000000001,Cooling
397.0,130.0,186.7,-56.69999999999999,Cooling
397.2,130.0,186.7,-56.69999999999999,Cooling
397.5,130.0,187.0,-57.0,Cooling
397.8,130.0,186.6,-56.599999999999994,Cooling
398.0,130.0,186.0,-56.0,Cooling
398.2,130.0,186.3,-56.30000000000001,Cooling
398.5,130.0,186.0,-56.0,Cooling
398.8,130.0,185.1,-55.099999999999994,Cooling
399.0,130.0,185.8,-55.80000000000001,Cooling
399.2,130.0,185.2,-55.19999999999999,Cooling
399.5,130.0,185.5,-55.5,Cooling
399.8,130.0,184.6,-54.599999999999994,Cooling
400.0,130.0,184.5,-54.5,Cooling
400.2,130.0,184.9,-54.900000000000006,Cooling
400.5,130.0,183.8,-53.80000000000001,Cooling
400.8,130.0,183.8,-53.80000000000001,Cooling
401.0,130.0,183.8,-53.80000000000001,Cooling
401.2,130.0,183.5,-53.5,Cooling
401.5,130.0,183.6,-53.599999999999994,Cooling
401.8,130.0,183.5,-53.5,Cooling
402.0,130.0,184.2,-54.19999999999999,Cooling
402.2,130.0,183.1,-53.099999999999994,Cooling
402.5,130.0,184.3,-54.30000000000001,Cooling
402.8,130.0,182.9,-52.900000000000006,Cooling
403.0,130.0,183.8,-53.80000000000001,Cooling
403.2,130.0,183.8,-53.80000000000001,Cooling
403.5,130.0,182.5,-52.5,Cooling
403.8,130.0,182.6,-52.599999999999994,Cooling
404.0,130.0,182.8,-52.80000000000001,Cooling
404.2,130.0,182.2,-52.19999999999999,Cooling
404.5,130.0,182.5,-52.5,Cooling
404.8,130.0,181.9,-51.900000000000006,Cooling
405.0,130.0,182.1,-52.099999999999994,Cooling
405.2,130.0,182.0,-52.0,Cooling
405.5,130.0,182.5,-52.5,Cooling
405.8,130.0,181.6,-51.599999999999994,Cooling
406.0,130.0,181.6,-51.599999999999994,Cooling
406.2,130.0,181.2,-51.19999999999999,Cooling
406.5,130.0,182.0,-52.0,Cooling
406.8,130.0,182.0,-52.0,Cooling
407.0,130.0,181.0,-51.0,Cooling
407.2,130.0,181.2,-51.19999999999999,Cooling
407.5,130.0,181.6,-51.599999999999994,Cooling
407.8,130.0,181.5,-51.5,Cooling
408.0,130.0,180.4,-50.400000000000006,Cooling
408.2,130.0,181.0,-51.0,Cooling
408.5,130.0,180.7,-50.69999999999999,Cooling
408.8,130.0,180.7,-50.69999999999999,Cooling
409.0,130.0,180.2,-50.19999999999999,Cooling
409.2,130.0,180.6,-50.599999999999994,Cooling
409.5,130.0,179.9,-49.900000000000006,Cooling
409.8,130.0,180.1,-50.099999999999994,Cooling
410.0,130.0,180.6,-50.599999999999994,Cooling
410.2,130.0,179.9,-49.900000000000006,Cooling
410.5,130.0,180.2,-50.19999999999999,Cooling
410.8,130.0,179.7,-49.69999999999999,Cooling
411.0,130.0,179.4,-49.400000000000006,Cooling
411.2,130.0,179.0,-49.0,Cooling
411.5,130.0,178.9,-48.900000000000006,Cooling
411.8,130.0,178.6,-48.599999999999994,Cooling
412.0,130.0,179.5,-49.5,Cooling
412.2,130.0,179.4,-49.400000000000006,Cooling
412.5,130.0,178.6,-48.599999999999994,Cooling
412.8,130.0,179.4,-49.400000000000006,Cooling
413.0,130.0,179.0,-49.0,Cooling
413.2,130.0,177.7,-47.69999999999999,Cooling
413.5,130.0,178.6,-48.599999999999994,Cooling
413.8,130.0,178.4,-48.400000000000006,Cooling
414.0,130.0,178.1,-48.099999999999994,Cooling
414.2,130.0,178.5,-48.5,Cooling
414.5,130.0,177.7,-47.69999999999999,Cooling
414.8,130.0,177.5,-47.5,Cooling
415.0,130.0,177.7,-47.69999999999999,Cooling
415.2,130.0,176.7,-46.69999999999999,Cooling
415.5,130.0,176.7,-46.69999999999999,Cooling
415.8,130.0,177.0,-47.0,Cooling
416.0,130.0,176.7,-46.69999999999999,Cooling
416.2,130.0,177.5,-47.5,Cooling
416.5,130.0,176.3,-46.30000000000001,Cooling
416.8,130.0,176.1,-46.099999999999994,Cooling
417.0,130.0,176.0,-46.0,Cooling
417.2,130.0,176.0,-46.0,Cooling
417.5,130.0,175.5,-45.5,Cooling
417.8,130.0,175.6,-45.599999999999994,Cooling
418.0,130.0,176.4,-46.400000000000006,Cooling
418.2,130.0,175.6,-45.599999999999994,Cooling
418.5,130.0,175.2,-45.19999999999999,Cooling
418.8,130.0,175.1,-45.099999999999994,Cooling
419.0,130.0,175.8,-45.80000000000001,Cooling
419.2,130.0,175.2,-45.19999999999999,Cooling
419.5,130.0,174.9,-44.900000000000006,Cooling
419.8,130.0,174.7,-44.69999999999999,Cooling
420.0,130.0,175.4,-45.400000000000006,Cooling
420.2,130.0,175.1,-45.099999999999994,Cooling
420.5,130.0,174.9,-44.900000000000006,Cooling
420.8,130.0,174.2,-44.19999999999999,Cooling
421.0,130.0,174.2,-44.19999999999999,Cooling
421.2,130.0,174.6,-44.599999999999994,Cooling
421.5,130.0,174.0,-44.0,Cooling
421.8,130.0,174.5,-44.5,Cooling
422.0,130.0,173.4,-43.400000000000006,Cooling
422.2,130.0,173.3,-43.30000000000001,Cooling
422.5,130.0,173.4,-43.400000000000006,Cooling
422.8,130.0,173.3,-43.30000000000001,Cooling
423.0,130.0,174.3,-44.30000000000001,Cooling
423.2,130.0,174.0,-44.0,Cooling
423.5,130.0,173.7,-43.69999999999999,Cooling
423.8,130.0,173.5,-43.5,Cooling
424.0,130.0,173.3,-43.30000000000001,Cooling
424.2,130.0,173.3,-43.30000000000001,Cooling
424.5,130.0,172.7,-42.69999999999999,Cooling
424.8,130.0,172.7,-42.69999999999999,Cooling
425.0,130.0,173.6,-43.599999999999994,Cooling
425.2,130.0,171.9,-41.900000000000006,Cooling
425.5,130.0,172.7,-42.69999999999999,Cooling
425.8,130.0,173.0,-43.0,Cooling
426.0,130.0,171.7,-41.69999999999999,Cooling
426.2,130.0,171.8,-41.80000000000001,Cooling
426.5,130.0,172.2,-42.19999999999999,Cooling
426.8,130.0,171.9,-41.900000000000006,Cooling
427.0,130.0,171.6,-41.599999999999994,Cooling
427.2,130.0,171.6,-41.599999999999994,Cooling
427.5,130.0,172.6,-42.599999999999994,Cooling
427.8,130.0,171.3,-41.30000000000001,Cooling
428.0,130.0,172.1,-42.099999999999994,Cooling
428.2,130.0,170.7,-40.69999999999999,Cooling
428.5,130.0,170.8,-40.80000000000001,Cooling
428.8,130.0,170.9,-40.900000000000006,Cooling
429.0,130.0,171.2,-41.19999999999999,Cooling
429.2,130.0,170.8,-40.80000000000001,Cooling
429.5,130.0,170.3,-40.30000000000001,Cooling
429.8,130.0,170.4,-40.400000000000006,Cooling
430.0,130.0,170.0,-40.0,Cooling
430.2,130.0,170.7,-40.69999999999999,Cooling
430.5,130.0,170.1,-40.099999999999994,Cooling
430.8,130.0,169.9,-39.900000000000006,Cooling
431.0,130.0,169.9,-39.900000000000006,Cooling
431.2,130.0,169.9,-39.900000000000006,Cooling
431.5,130.0,169.9,-39.900000000000006,Cooling
431.8,130.0,169.2,-39.19999999999999,Cooling
432.0,130.0,170.1,-40.099999999999994,Cooling
432.2,130.0,169.2,-39.19999999999999,Cooling
432.5,130.0,169.1,-39.099999999999994,Cooling
432.8,130.0,169.4,-39.400000000000006,Cooling
433.0,130.0,169.5,-39.5,Cooling
433.2,130.0,169.1,-39.099999999999994,Cooling
433.5,130.0,168.6,-38.599999999999994,Cooling
433.8,130.0,168.6,-38.599999999999994,Cooling
434.0,130.0,168.6,-38.599999999999994,Cooling
434.2,130.0,168.4,-38.400000000000006,Cooling
434.5,130.0,169.0,-39.0,Cooling
434.8,130.0,167.8,-37.80000000000001,Cooling
435.0,130.0,168.2,-38.19999999999999,Cooling
435.2,130.0,168.5,-38.5,Cooling
435.5,130.0,168.7,-38.69999999999999,Cooling
435.8,130.0,167.8,-37.80000000000001,Cooling
436.0,130.0,168.5,-38.5,Cooling
436.2,130.0,168.1,-38.099999999999994,Cooling
436.5,130.0,168.5,-38.5,Cooling
436.8,130.0,167.7,-37.69999999999999,Cooling
437.0,130.0,167.6,-37.599999999999994,Cooling
437.2,130.0,167.1,-37.099999999999994,Cooling
437.5,130.0,167.7,-37.69999999999999,Cooling
437.8,130.0,167.6,-37.599999999999994,Cooling
438.0,130.0,167.1,-37.099999999999994,Cooling
438.2,130.0,167.3,-37.30000000000001,Cooling
438.5,130.0,167.2,-37.19999999999999,Cooling
438.8,130.0,166.9,-36.900000000000006,Cooling
439.0,130.0,166.4,-36.400000000000006,Cooling
439.2,130.0,166.8,-36.80000000000001,Cooling
439.5,130.0,166.3,-36.30000000000001,Cooling
439.8,130.0,166.0,-36.0,Cooling
440.0,130.0,165.9,-35.900000000000006,Cooling
440.2,130.0,166.0,-36.0,Cooling
440.5,130.0,165.7,-35.69999999999999,Cooling
440.8,130.0,166.0,-36.0,Cooling
441.0,130.0,166.3,-36.30000000000001,Cooling
441.2,130.0,165.4,-35.400000000000006,Cooling
441.5,130.0,165.5,-35.5,Cooling
441.8,130.0,165.1,-35.099999999999994,Cooling
442.0,130.0,165.0,-35.0,Cooling
442.2,130.0,165.0,-35.0,Cooling
442.5,130.0,165.1,-35.099999999999994,Cooling
442.8,130.0,164.9,-34.900000000000006,Cooling
443.0,130.0,165.4,-35.400000000000006,Cooling
443.2,130.0,165.5,-35.5,Cooling
443.5,130.0,164.5,-34.5,Cooling
443.8,130.0,164.5,-34.5,Cooling
444.0,130.0,163.8,-33.80000000000001,Cooling
444.2,130.0,164.9,-34.900000000000006,Cooling
444.5,130.0,164.8,-34.80000000000001,Cooling
444.8,130.0,164.1,-34.099999999999994,Cooling
445.0,130.0,164.9,-34.900000000000006,Cooling
445.2,130.0,164.1,-34.099999999999994,Cooling
445.5,130.0,163.5,-33.5,Cooling
445.8,130.0,163.5,-33.5,Cooling
446.0,130.0,163.6,-33.599999999999994,Cooling
446.2,130.0,163.9,-33.900000000000006,Cooling
446.5,130.0,164.1,-34.099999999999994,Cooling
446.8,130.0,163.3,-33.30000000000001,Cooling
447.0,130.0,163.3,-33.30000000000001,Cooling
447.2,130.0,163.5,-33.5,Cooling
447.5,130.0,163.3,-33.30000000000001,Cooling
447.8,130.0,163.8,-33.80000000000001,Cooling
448.0,130.0,162.9,-32.900000000000006,Cooling
448.2,130.0,162.8,-32.80000000000001,Cooling
448.5,130.0,162.3,-32.30000000000001,Cooling
448.8,130.0,162.8,-32.80000000000001,Cooling
449.0,130.0,162.3,-32.30000000000001,Cooling
449.2,130.0,162.5,-32.5,Cooling
449.5,130.0,162.7,-32.69999999999999,Cooling
449.8,130.0,162.8,-32.80000000000001,Cooling
450.0,130.0,162.8,-32.80000000000001,Cooling
450.2,130.0,162.4,-32.400000000000006,Cooling
450.5,130.0,161.4,-31.400000000000006,Cooling
450.8,130.0,162.0,-32.0,Cooling
451.0,130.0,161.6,-31.599999999999994,Cooling
451.2,130.0,161.8,-31.80000000000001,Cooling
451.5,130.0,161.1,-31.099999999999994,Cooling
451.8,130.0,161.5,-31.5,Cooling
452.0,130.0,161.0,-31.0,Cooling
452.2,130.0,160.9,-30.900000000000006,Cooling
452.5,130.0,161.4,-31.400000000000006,Cooling
452.8,130.0,161.2,-31.19999999999999,Cooling
453.0,130.0,160.8,-30.80000000000001,Cooling
453.2,130.0,161.1,-31.099999999999994,Cooling
453.5,130.0,161.2,-31.19999999999999,Cooling
453.8,130.0,160.9,-30.900000000000006,Cooling
454.0,130.0,160.8,-30.80000000000001,Cooling
454.2,130.0,159.9,-29.900000000000006,Cooling
454.5,130.0,159.9,-29.900000000000006,Cooling
454.8,130.0,159.9,-29.900000000000006,Cooling
455.0,130.0,160.4,-30.400000000000006,Cooling
455.2,130.0,160.3,-30.30000000000001,Cooling
455.5,130.0,159.5,-29.5,Cooling
455.8,130.0,159.2,-29.19999999999999,Cooling
456.0,130.0,159.1,-29.099999999999994,Cooling
456.2,130.0,159.1,-29.099999999999994,Cooling
456.5,130.0,159.2,-29.19999999999999,Cooling
456.8,130.0,159.6,-29.599999999999994,Cooling
457.0,130.0,160.0,-30.0,Cooling
457.2,130.0,158.6,-28.599999999999994,Cooling
457.5,130.0,158.7,-28.69999999999999,Cooling
457.8,130.0,159.3,-29.30000000000001,Cooling
458.0,130.0,159.0,-29.0,Cooling
458.2,130.0,159.3,-29.30000000000001,Cooling
458.5,130.0,158.1,-28.099999999999994,Cooling
458.8,130.0,158.1,-28.099999999999994,Cooling
459.0,130.0,159.0,-29.0,Cooling
459.2,130.0,157.9,-27.900000000000006,Cooling
459.5,130.0,158.1,-28.099999999999994,Cooling
459.8,130.0,158.8,-28.80000000000001,Cooling
460.0,130.0,157.4,-27.400000000000006,Cooling
460.2,130.0,157.7,-27.69999999999999,Cooling
460.5,130.0,158.6,-28.599999999999994,Cooling
460.8,130.0,157.3,-27.30000000000001,Cooling
461.0,130.0,157.7,-27.69999999999999,Cooling
461.2,130.0,157.0,-27.0,Cooling
461.5,130.0,156.9,-26.900000000000006,Cooling
461.8,130.0,157.2,-27.19999999999999,Cooling
462.0,130.0,157.3,-27.30000000000001,Cooling
462.2,130.0,157.2,-27.19999999999999,Cooling
462.5,130.0,157.3,-27.30000000000001,Cooling
462.8,130.0,157.3,-27.30000000000001,Cooling
463.0,130.0,156.4,-26.400000000000006,Cooling
463.2,130.0,157.5,-27.5,Cooling
463.5,130.0,157.0,-27.0,Cooling
463.8,130.0,156.4,-26.400000000000006,Cooling
464.0,130.0,156.5,-26.5,Cooling
464.2,130.0,157.0,-27.0,Cooling
464.5,130.0,156.0,-26.0,Cooling
464.8,130.0,155.9,-25.900000000000006,Cooling
465.0,130.0,155.7,-25.69999999999999,Cooling
465.2,130.0,155.9,-25.900000000000006,Cooling
465.5,130.0,156.1,-26.099999999999994,Cooling
465.8,130.0,156.0,-26.0,Cooling
466.0,130.0,155.7,-25.69999999999999,Cooling
466.2,130.0,157.0,-27.0,Cooling
466.5,130.0,155.9,-25.900000000000006,Cooling
466.8,130.0,155.4,-25.400000000000006,Cooling
467.0,130.0,155.9,-25.900000000000006,Cooling
467.2,130.0,155.4,-25.400000000000006,Cooling
467.5,130.0,154.6,-24.599999999999994,Cooling
467.8,130.0,155.1,-25.099999999999994,Cooling
468.0,130.0,155.1,-25.099999999999994,Cooling
468.2,130.0,155.8,-25.80000000000001,Cooling
468.5,130.0,154.5,-24.5,Cooling
468.8,130.0,155.1,-25.099999999999994,Cooling
469.0,130.0,155.2,-25.19999999999999,Cooling
469.2,130.0,154.6,-24.599999999999994,Cooling
469.5,130.0,154.7,-24.69999999999999,Cooling
469.8,130.0,154.6,-24.599999999999994,Cooling
470.0,130.0,153.4,-23.400000000000006,Cooling
470.2,130.0,154.3,-24.30000000000001,Cooling
470.5,130.0,154.2,-24.19999999999999,Cooling
470.8,130.0,153.9,-23.900000000000006,Cooling
471.0,130.0,153.3,-23.30000000000001,Cooling
471.2,130.0,154.1,-24.099999999999994,Cooling
471.5,130.0,153.4,-23.400000000000006,Cooling
471.8,130.0,153.3,-23.30000000000001,Cooling
472.0,130.0,153.3,-23.30000000000001,Cooling
472.2,130.0,153.4,-23.400000000000006,Cooling
472.5,130.0,152.4,-22.400000000000006,Cooling
472.8,130.0,153.7,-23.69999999999999,Cooling
473.0,130.0,152.9,-22.900000000000006,Cooling
473.2,130.0,152.0,-22.0,Cooling
473.5,130.0,152.4,-22.400000000000006,Cooling
473.8,130.0,152.2,-22.19999999999999,Cooling
474.0,130.0,152.9,-22.900000000000006,Cooling
474.2,130.0,152.4,-22.400000000000006,Cooling
474.5,130.0,151.8,-21.80000000000001,Cooling
474.8,130.0,152.5,-22.5,Cooling
475.0,130.0,151.8,-21.80000000000001,Cooling
475.2,130.0,151.8,-21.80000000000001,Cooling
475.5,130.0,151.8,-21.80000000000001,Cooling
475.8,130.0,152.2,-22.19999999999999,Cooling
476.0,130.0,151.3,-21.30000000000001,Cooling
476.2,130.0,151.8,-21.80000000000001,Cooling
476.5,130.0,152.2,-22.19999999999999,Cooling
476.8,130.0,151.9,-21.900000000000006,Cooling
477.0,130.0,151.3,-21.30000000000001,Cooling
477.2,130.0,151.8,-21.80000000000001,Cooling
477.5,130.0,150.9,-20.900000000000006,Cooling
477.8,130.0,150.9,-20.900000000000006,Cooling
478.0,130.0,151.0,-21.0,Cooling
478.2,130.0,151.6,-21.599999999999994,Cooling
478.5,130.0,150.7,-20.69999999999999,Cooling
478.8,130.0,150.9,-20.900000000000006,Cooling
479.0,130.0,150.4,-20.400000000000006,Cooling
479.2,130.0,150.2,-20.19999999999999,Cooling
479.5,130.0,150.5,-20.5,Cooling
479.8,130.0,150.3,-20.30000000000001,Cooling
480.0,130.0,150.1,-20.099999999999994,Cooling
480.2,130.0,149.8,-19.80000000000001,Cooling
480.5,130.0,150.5,-20.5,Cooling
480.8,130.0,149.7,-19.69999999999999,Cooling
481.0,130.0,150.9,-20.900000000000006,Cooling
481.2,130.0,150.0,-20.0,Cooling
481.5,130.0,149.3,-19.30000000000001,Cooling
481.8,130.0,149.3,-19.30000000000001,Cooling
482.0,130.0,149.6,-19.599999999999994,Cooling
482.2,130.0,149.1,-19.099999999999994,Cooling
482.5,130.0,149.1,-19.099999999999994,Cooling
482.8,130.0,149.8,-19.80000000000001,Cooling
483.0,130.0,149.6,-19.599999999999994,Cooling
483.2,130.0,148.6,-18.599999999999994,Cooling
483.5,130.0,149.5,-19.5,Cooling
483.8,130.0,149.5,-19.5,Cooling
484.0,130.0,148.9,-18.900000000000006,Cooling
484.2,130.0,148.9,-18.900000000000006,Cooling
484.5,130.0,149.4,-19.400000000000006,Cooling
484.8,130.0,148.9,-18.900000000000006,Cooling
485.0,130.0,149.5,-19.5,Cooling
485.2,130.0,149.0,-19.0,Cooling
485.5,130.0,148.0,-18.0,Cooling
485.8,130.0,148.1,-18.099999999999994,Cooling
486.0,130.0,148.9,-18.900000000000006,Cooling
486.2,130.0,148.5,-18.5,Cooling
486.5,130.0,147.8,-17.80000000000001,Cooling
486.8,130.0,148.0,-18.0,Cooling
487.0,130.0,147.6,-17.599999999999994,Cooling
487.2,130.0,148.7,-18.69999999999999,Cooling
487.5,130.0,148.2,-18.19999999999999,Cooling
487.8,130.0,148.2,-18.19999999999999,Cooling
488.0,130.0,148.1,-18.099999999999994,Cooling
488.2,130.0,147.1,-17.099999999999994,Cooling
488.5,130.0,148.1,-18.099999999999994,Cooling
488.8,130.0,147.2,-17.19999999999999,Cooling
489.0,130.0,147.8,-17.80000000000001,Cooling
489.2,130.0,147.1,-17.099999999999994,Cooling
489.5,130.0,148.2,-18.19999999999999,Cooling
489.8,130.0,147.8,-17.80000000000001,Cooling
490.0,130.0,146.9,-16.900000000000006,Cooling
490.2,130.0,147.1,-17.099999999999994,Cooling
490.5,130.0,148.7,-18.69999999999999,Cooling
490.8,130.0,146.2,-16.19999999999999,Cooling
491.0,130.0,146.5,-16.5,Cooling
491.2,130.0,146.4,-16.400000000000006,Cooling
491.5,130.0,146.7,-16.69999999999999,Cooling
491.8,130.0,146.9,-16.900000000000006,Cooling
492.0,130.0,146.2,-16.19999999999999,Cooling
492.2,130.0,146.0,-16.0,Cooling
492.5,130.0,147.5,-17.5,Cooling
492.8,130.0,146.4,-16.400000000000006,Cooling
493.0,130.0,146.5,-16.5,Cooling
493.2,130.0,146.4,-16.400000000000006,Cooling
493.5,130.0,146.4,-16.400000000000006,Cooling
493.8,130.0,146.4,-16.400000000000006,Cooling
494.0,130.0,145.5,-15.5,Cooling
494.2,130.0,146.4,-16.400000000000006,Cooling
494.5,130.0,145.2,-15.199999999999989,Cooling
494.8,130.0,146.6,-16.599999999999994,Cooling
495.0,130.0,145.1,-15.099999999999994,Cooling
495.2,130.0,146.1,-16.099999999999994,Cooling
495.5,130.0,145.9,-15.900000000000006,Cooling
495.8,130.0,144.7,-14.699999999999989,Cooling
496.0,130.0,146.7,-16.69999999999999,Cooling
496.2,130.0,144.9,-14.900000000000006,Cooling
496.5,130.0,144.4,-14.400000000000006,Cooling
496.8,130.0,144.6,-14.599999999999994,Cooling
497.0,130.0,144.7,-14.699999999999989,Cooling
497.2,130.0,146.5,-16.5,Cooling
497.5,130.0,144.7,-14.699999999999989,Cooling
497.8,130.0,144.8,-14.800000000000011,Cooling
498.0,130.0,144.9,-14.900000000000006,Cooling
498.2,130.0,144.9,-14.900000000000006,Cooling
498.5,130.0,144.8,-14.800000000000011,Cooling
498.8,130.0,144.2,-14.199999999999989,Cooling
499.0,130.0,144.4,-14.400000000000006,Cooling
499.2,130.0,144.7,-14.699999999999989,Cooling
499.5,130.0,143.9,-13.900000000000006,Cooling
499.8,130.0,143.5,-13.5,Cooling
500.0,130.0,143.5,-13.5,Cooling
500.2,130.0,144.4,-14.400000000000006,Cooling
500.5,130.0,144.2,-14.199999999999989,Cooling
500.8,130.0,144.2,-14.199999999999989,Cooling
501.0,130.0,144.8,-14.800000000000011,Cooling
501.2,130.0,143.9,-13.900000000000006,Cooling
501.5,130.0,142.9,-12.900000000000006,Cooling
501.8,130.0,143.7,-13.699999999999989,Cooling
502.0,130.0,143.1,-13.099999999999994,Cooling
502.2,130.0,143.0,-13.0,Cooling
502.5,130.0,143.3,-13.300000000000011,Cooling
502.8,130.0,142.6,-12.599999999999994,Cooling
503.0,130.0,143.4,-13.400000000000006,Cooling
503.2,130.0,143.3,-13.300000000000011,Cooling
503.5,130.0,143.3,-13.300000000000011,Cooling
503.8,130.0,143.3,-13.300000000000011,Cooling
504.0,130.0,144.3,-14.300000000000011,Cooling
504.2,130.0,142.0,-12.0,Cooling
504.5,130.0,142.1,-12.099999999999994,Cooling
504.8,130.0,142.9,-12.900000000000006,Cooling
505.0,130.0,142.8,-12.800000000000011,Cooling
505.2,130.0,142.0,-12.0,Cooling
505.5,130.0,142.5,-12.5,Cooling
505.8,130.0,142.1,-12.099999999999994,Cooling
506.0,130.0,143.4,-13.400000000000006,Cooling
506.2,130.0,142.0,-12.0,Cooling
506.5,130.0,141.9,-11.900000000000006,Cooling
506.8,130.0,142.1,-12.099999999999994,Cooling
507.0,130.0,143.0,-13.0,Cooling
507.2,130.0,141.6,-11.599999999999994,Cooling
507.5,130.0,143.4,-13.400000000000006,Cooling
507.8,130.0,141.2,-11.199999999999989,Cooling
508.0,130.0,141.5,-11.5,Cooling
508.2,130.0,143.5,-13.5,Cooling
508.5,130.0,141.0,-11.0,Cooling
508.8,130.0,142.9,-12.900000000000006,Cooling
509.0,130.0,141.7,-11.699999999999989,Cooling
509.2,130.0,142.0,-12.0,Cooling
509.5,130.0,140.3,-10.300000000000011,Cooling
509.8,130.0,140.6,-10.599999999999994,Cooling
510.0,130.0,140.4,-10.400000000000006,Cooling
510.2,130.0,140.8,-10.800000000000011,Cooling
510.5,130.0,140.8,-10.800000000000011,Cooling
510.8,130.0,141.3,-11.300000000000011,Cooling
511.0,130.0,140.7,-10.699999999999989,Cooling
511.2,130.0,140.4,-10.400000000000006,Cooling
511.5,130.0,140.3,-10.300000000000011,Cooling
511.8,130.0,140.1,-10.099999999999994,Cooling
512.0,130.0,140.6,-10.599999999999994,Cooling
512.2,130.0,140.1,-10.099999999999994,Cooling
512.5,130.0,141.0,-11.0,Cooling
512.8,130.0,142.0,-12.0,Cooling
513.0,130.0,140.8,-10.800000000000011,Cooling
513.2,130.0,140.1,-10.099999999999994,Cooling
513.5,130.0,140.3,-10.300000000000011,Cooling
513.8,130.0,139.9,-9.900000000000006,Cooling
514.0,130.0,139.4,-9.400000000000006,Cooling
514.2,130.0,139.3,-9.300000000000011,Cooling
514.5,130.0,140.1,-10.099999999999994,Cooling
514.8,130.0,140.4,-10.400000000000006,Cooling
515.0,130.0,139.2,-9.199999999999989,Cooling
515.2,130.0,139.0,-9.0,Cooling
515.5,130.0,139.9,-9.900000000000006,Cooling
515.8,130.0,140.5,-10.5,Cooling
516.0,130.0,139.0,-9.0,Cooling
516.2,130.0,139.3,-9.300000000000011,Cooling
516.5,130.0,138.7,-8.699999999999989,Cooling
516.8,130.0,139.4,-9.400000000000006,Cooling
517.0,130.0,139.2,-9.199999999999989,Cooling
517.2,130.0,139.0,-9.0,Cooling
517.5,130.0,138.6,-8.599999999999994,Cooling
